#,Saved,Author,Tweet text,Category,Usefulness,Target project,Action,Reason,Tweet URL,Outbound links,Candidate resources,Risk notes
217,2024-04-08T21:54:44,@elidourado,"Eli Dourado
@elidourado
·
Apr 8, 2024
Replying to 
@LauraDeming
A Gentle Introduction to the Art of Mathematics 
https://
osj1961.github.io/giam/
2
14
1.4K",mathematics,high,lab-zero-website,add-reference,Free structured introduction to proof-oriented mathematics fits educational resource curation.,https://x.com/elidourado/status/1777455060793897280,https://t.co/6bgnqRKetR,"A Gentle Introduction to the Art of Mathematics
https://osj1961.github.io/giam/",Confirm learner level and license before republishing any material.
222,2024-04-04T20:04:33,@chrissyfarr,"Christina Farr
@chrissyfarr
·
Apr 4, 2024
Here's an alternative for CEOs. Pick 3-5 journalists, read their stuff, learn things, send them an email: 

""Hi I'm Tk. I do TK. I'm here to help if I can and I've worked here (mention companies) and I've got expertise around (mention spaces). How can I help you? 

Here's my
Show more
Quote
Samantha Stokes
@stokessamanthaj
·
Apr 4, 2024
Omg — pr people please never pitch me a story three times in a row (it’s been happening a lot recently which is wild!). A follow up is fine, but if you’re emailing me 3+ times (I think the most I’ve received for one pitch is 7 follow ups😬), you’re going in spam time out x.com/PRcarly/status…
9
20
160
53K",public-relations,high,lab-zero-website,add-reference,Actionable relationship-first approach for founders communicating with journalists.,https://x.com/chrissyfarr/status/1775977780305408356,,,"Outreach must be personalized, truthful, low-frequency, and not manipulative."
229,2023-08-30T16:32:58,@FarzaTV,"Farza 🇵🇰🇺🇸
@FarzaTV
·
Aug 30, 2023
Replying to 
@FarzaTV
If you ain't a Figma pro -- here's an ez template we made.

Just duplicate, edit, and press play at the top right.

Shoutout to 
@stavan
 for showing me this last year.

Been using it ever since.


https://
figma.com/file/kWVJ3L2eQ
kNwxUjW4Meaj2/template_deck?type=design&node-id=0%3A3&mode=design&t=WiO3tpV7Y4yC1Xoi-1
…
3
1
31
3K",presentation-design,high,LabZeroGrants,add-reference,Directly reusable Figma presentation template for pitches and project decks.,https://x.com/FarzaTV/status/1696923978231914546,https://t.co/JnraClQkUu,https://www.figma.com/file/kWVJ3L2eQkNwxUjW4Meaj2/template_deck?type=design&node-id=0%3A3&mode=design,"Check sharing permissions, font/assets licenses, accessibility, and template ownership."
231,2023-08-25T15:50:06,@chriscera,"Chris Cera
@chriscera
·
Aug 25, 2023
Replying to 
@nikillinit
You get “hired” … then they tell you that you need to buy your laptop before you start.  You purchase equipment on a fake eCommerce site.  They send you a check for reimbursement, but it bounces.  They win.  They also get your ID, green card, etc.
Alert: Fraudulent Job Offers & Phishing Scams | Arcweb Technologies
From arcwebtech.com
1
1
4
616",security,high,imtisaal-portfolio,add-reference,Clear warning pattern for fake-job equipment-check and identity-theft scams.,https://x.com/chriscera/status/1695101253057970671,https://t.co/sY505e0hbN,"Arcweb Technologies: Fraudulent Job Offers & Phishing Scams
https://t.co/sY505e0hbN","Never send ID, banking details, or money before independently verifying an employer and domain."
242,2023-07-13T14:09:09,@thechrisperry,"Chris Perry
@thechrisperry
·
Jul 13, 2023
Google is standardizing interview questions (finally?) so I am forced to retire my bootleg interview questions. In honor of the great service they've done over 200+ PM interviews, I'm going to do a thread that I expect no one to read but I have no other way to memorialize them.
65
419
4.6K
1M",career,high,imtisaal-portfolio,add-reference,Large set of real PM interview questions can support product-interview preparation.,https://x.com/thechrisperry/status/1679493168478273536,,Google PM interview-question thread,Questions are from 2023 and may not match current standardized interviews.
245,2023-06-23T18:50:49,@jobswithshay,"Shay Loko
@jobswithshay
·
Jun 23, 2023
How to answer “Why should we hire YOU?” In interview?

In 2 simple steps!

What not to say:
- hardworking
- team player
- it’s your dream to work there

Do this 👇🏾
124
7.6K
34K
4.2M",career,high,imtisaal-portfolio,add-reference,Practical interview framing for answering why an employer should hire you.,https://x.com/jobswithshay/status/1672316295352557573,,,"Full two-step answer is in the thread, not the captured text."
250,2020-07-13T13:30:57,@KatinaParon,"Katina Paron, MJE
@KatinaParon
·
Jul 13, 2020
Dear Teen Journalist: THIS 👇🏽👇🏿👇🏼 Also: make sure your headlines have a verb.
Quote
Lonnie Lee Hood
@LonnieLeeHood
·
Jul 13, 2020
Are your headlines accurate? Whether you're an editor or a writer making suggestions, consider the consequences of vague/clickbaity/inaccurate headlines. Especially since most people read the head and regurgitate it as the entire story/news.
1
2
6",journalism,high,lab-zero-website,add-reference,"Strong editorial rule: headlines should be accurate, non-clickbait, and contain a verb.",https://x.com/KatinaParon/status/1282668842045636609,,,Apply alongside a full editorial style guide and accessibility standards.
2,2026-09-16T16:03:40,@lizwessel,"Liz Wessel
@lizwessel
·
Sep 16
Contrarian career advice: This is an EXCELLENT time to go into sales. So many of the best / hottest AI companies will tell you how hard they’re working to find good sellers... because no one actually believes AI is replacing AE roles any time soon (sorry to all the sf billboards
Show more
Sales Combine | First Round
From firstround.com
37
34
433
156K",career,medium,imtisaal-portfolio,add-reference,Current argument and linked resource for pursuing sales roles at AI companies.,https://x.com/lizwessel/status/2100254301016731877,https://t.co/3MJTXLtgyr,"Sales Combine by First Round
https://t.co/3MJTXLtgyr",Hiring-market claim is broad and may age quickly.
8,2026-09-14T17:56:28,@samromehq,"Sam Rome
@samromehq
·
Sep 14
Replying to 
@samromehq
Careers | Supabase
From supabase.com
7
3
84
13K",career,medium,imtisaal-portfolio,research-later,Direct lead to Supabase careers.,https://x.com/samromehq/status/2099557909827101147,https://t.co/xhb99efJCj,"Supabase Careers
https://t.co/xhb99efJCj",Openings change frequently; verify role location and legitimacy.
15,2026-09-12T19:32:33,@MaybeMukhtar,"Maybe Mukhtar
@MaybeMukhtar
·
Sep 12
Replying to 
@_ZainabOladokun
learned crypto data analysis from it. 


https://
roadmap.sh/r?id=65fee5b66
deb533d6e19fb88
…
1
2
12
8.8K",crypto-learning,medium,general/cloud-index,add-reference,Concrete learning roadmap for crypto data analysis.,https://x.com/MaybeMukhtar/status/2098857313473790219,https://t.co/xDhIGifyVi,"roadmap.sh crypto data analysis roadmap
https://t.co/xDhIGifyVi",Verify curriculum quality and avoid treating educational material as financial advice.
18,2026-09-02T18:03:42,@Dinosn,"Nicolas Krassas
@Dinosn
·
Sep 2
TikTok all public endpoints reversed engineered. Scraped 5.94 billion TikTok videos and 3.23 billion profiles in 3 weeks.
tiktok-api.seeksocial.io
Scraping TikTok's Mobile API
A technical guide to reaching TikTok's private mobile API: how devices are registered, how requests are signed, how the regional hosts are partitioned and how the TLS handshake is fingerprinted. 24...
46
175
2.6K
310K",data-scraping,medium,general/cloud-index,research-later,Technically detailed account of TikTok mobile API behavior and large-scale scraping.,https://x.com/Dinosn/status/2095211078162501922,https://t.co/OinUK2MmGC,"tiktok-api.seeksocial.io
Scraping TikTok's Mobile API
https://t.co/OinUK2MmGC","Potential Terms-of-Service, privacy, authorization, rate-limit, and anti-circumvention violations; do not operationalize without legal review."
27,2026-08-25T16:04:18,@lennardeth,"lennard
@lennardeth
·
Aug 25
Replying to 
@pranjalsoni_
there was a good OpenCode x YC video a while ago. can rec it!

they make a good amount of money but also spend a lot of it back into ai tokens.

a lot of fraud is done with ai tokens so their numbers are probably out of control.
1
193
64K",developer-business,medium,general/cloud-index,add-reference,OpenCode and YC video may illuminate AI coding-tool economics and token costs.,https://x.com/lennardeth/status/2092281924127486401,,OpenCode x YC video,Fraud and revenue comments are speculative; locate the original video.
30,2026-08-24T20:07:36,@0xCodez,"Codez
@0xCodez
·
Aug 24
SpaceXAI engineer (ex-Cursor):

""right now I'm running 10-20 GrokBot agents that automate 90% of my routine

i have a Chief of Staff agent. He knows about all my other bots and manages everything""

in a 50-minutes podcast, a SpaceXAI engineer showed how to build a team of agents
Show more
Quote
Codez
@0xCodez
·
Aug 18
 Article
Grok Bot Agents: how to automate your life in 10 Steps (Full-tutorial)
Every AI tool you have used so far waits for you. You open it, you ask, it answers, you close it. The work still happens in your hands - the model just talks you through it.
Follow my Substack to get...
269
1.5K
16K
5.1M",ai-agents,medium,general/cloud-index,research-later,Multi-agent chief-of-staff pattern may inform orchestration design.,https://x.com/0xCodez/status/2091980766372639135,,"GrokBot agents
Graph Engineering with Claude tutorial","Sensational productivity claims; autonomous agents need strict permissions, logs, budgets, and human approval."
31,2026-08-24T03:34:28,@alfongj,"Alfonso
@alfongj
·
Aug 23
Replying to 
@joshelman
Automated auctions

For primary sales, you can look at the history of NFT drops and memecoin launchpads to see the state of the art

For secondaries, look at AMMs
3
18
4.2K",market-design,medium,general/cloud-index,research-later,"Useful pointers to automated auctions, AMMs, NFT drops, and launchpads for market design.",https://x.com/alfongj/status/2091730836093640957,,"automated auctions
AMMs
NFT drops
memecoin launchpads","Financial, securities, manipulation, and smart-contract risks; not investment advice."
34,2026-08-24T08:31:00,@vovudebosh,"Vladimir Bayandin
@vovudebosh
·
Aug 24
i hadn't taken a day off in a year of building.

this month i gave Claude the sales: it finds buyers, emails them, books calls. i left for two weeks.

came back to 11 meetings on the calendar.

$30 free 👇
explee.com
AutoGTM — Your 24/7 Outreach Agent
AI finds your ideal customers, writes personalized emails, and handles follow-ups.
6
5
75
288K",sales-automation,medium,LabZeroGrants,research-later,AutoGTM is a concrete AI prospecting and follow-up tool candidate.,https://x.com/vovudebosh/status/2091805461519470790,https://t.co/Bj20vw95nK,"AutoGTM
https://explee.com
https://t.co/Bj20vw95nK","Unverified claims; cold-email automation risks spam, privacy, deliverability, and reputational harm."
37,2026-08-22T16:16:31,@0xMovez,"Movez
@0xMovez
·
Aug 22
Google engineer:

""delete your IDE, you don't need it anymore. in 2026 if you are still not building AI agents, it's crazy how bad you are

At Google, 85% of engineers are running agentic ""loops"" and graphs, that's how the engineering setup will look""

in a 25-minute session, a
Show more
Quote
Codez
@0xCodez
·
Jul 20
 Article
Graph Engineering with Claude: 14-Step roadmap from 0 to graph architect (Full Course)
Most people who try to build a multi-step agent end up with a straight line. Step one, step two, step three - each waiting politely for the last to finish before it starts.
9/10 notice that half those...
65
352
2.4K
1.1M",ai-agents,medium,general/cloud-index,research-later,Agent-loop and graph-engineering curriculum may contain useful orchestration patterns.,https://x.com/0xMovez/status/2091197834599047241,,Graph Engineering with Claude: 14-Step Roadmap,Inflammatory claims and unattributed Google statistics reduce credibility; do not delete normal development tools.
45,2026-08-17T15:00:07,@askOkara,"Okara
@askOkara
·
Aug 17
Today we're introducing Okara AI CMO v2.

Drop in your website and it deploys a team of faster and smarter agents to help you get traffic, and users.

Try it now at 
https://
okara.ai
160
438
4.2K
2M",marketing-automation,medium,lab-zero-website,research-later,AI CMO product could surface traffic and acquisition suggestions from a site URL.,https://x.com/askOkara/status/2089366669613531602,https://t.co/O9HytqJXcV,"https://okara.ai
Okara AI CMO v2","Unverified claims; website ingestion, analytics access, SEO spam, privacy, and vendor-lock-in risk."
46,2026-08-06T14:25:39,@vovudebosh,"Vladimir Bayandin
@vovudebosh
·
Aug 6
Explee just hit $2M ARR. 3 months after launch.

the product that sells for us IS the product: it finds buyers, writes the emails, books the calls — for our customers and for us.

see it work on your site: $30 free 👇
explee.com
AutoGTM — Your 24/7 Outreach Agent
AI finds your ideal customers, writes personalized emails, and handles follow-ups.
137
131
2.5K
6M",sales-automation,medium,LabZeroGrants,research-later,"Concrete AI prospecting and email-follow-up product, duplicating index 34's lead.",https://x.com/vovudebosh/status/2085371731334615551,https://t.co/GDOYEVZusO,"AutoGTM
https://explee.com
https://t.co/GDOYEVZusO","ARR claim is promotional; cold-email automation can create spam, privacy, and reputation problems."
54,2026-08-15T07:26:26,@OrcaRouter,"OrcaRouter 🐳
@OrcaRouter
·
Aug 15
We just released our uncensored weights for Qwen3.8 27B FP8, designed for AI Red Teaming and security research, enjoy!
orcarouter/Qwen3.8-27B-Uncensored-FP8 · Hugging Face
From huggingface.co
134
749
6.9K
7.6M",security-research,medium,general/cloud-index,research-later,Uncensored Qwen-derived weights may be relevant to controlled red-team research.,https://x.com/OrcaRouter/status/2088527721282588852,https://t.co/SyuBfYLhtO,"orcarouter/Qwen3.8-27B-Uncensored-FP8
Hugging Face","Dual-use model, unknown provenance, large compute need, unsafe outputs, license questions; cloud sandbox only."
77,2026-07-24T18:45:34,@gurishsharma,"gurish
@gurishsharma
·
Jul 24
This is how you can use a full-res 120GB video on your desktop directly on Finder without downloading it. It's like a shared hard drive with infinite storage that your whole media production team works off
40
19
417
84K",cloud-media,medium,general/cloud-index,research-later,Potential workflow for editing very large remote media directly through Finder.,https://x.com/gurishsharma/status/2080726098397020577,,remote full-resolution Finder media workflow,"Tool is unnamed; assess bandwidth, cache size, offline behavior, security, and cost."
82,2026-07-22T17:44:32,@0xMovez,"Movez
@0xMovez
·
Jul 22
Anthropic engineer:

“80% of our engineers are using self‑improving loops. Now everyone is building agentic Graphs.

In 4-6 months, we’ll all be building graphs to orchestrate self‑improving agents. No more prompting.”

in a 20‑minute talk, Anthropic engineer explains how to
Show more
0:02 / 19:04
Quote
Codez
@0xCodez
·
Jul 20
 Article
Graph Engineering with Claude: 14-Step roadmap from 0 to graph architect (Full Course)
Most people who try to build a multi-step agent end up with a straight line. Step one, step two, step three - each waiting politely for the last to finish before it starts.
9/10 notice that half those...
70
274
2.9K
677K",ai-agents,medium,general/cloud-index,research-later,Graph-orchestration and self-improving-loop material may contain useful agent patterns.,https://x.com/0xMovez/status/2079985963862786352,,Graph Engineering with Claude: 14-Step Roadmap,"Unverified attribution and inflated percentages; self-modifying agents require tests, budgets, permissions, and rollback."
83,2026-06-23T08:48:54,@eng_khairallah1,"Khairallah AL-Awady
@eng_khairallah1
·
Jun 23
 Article
How To Become An AI Engineer in 2026 (Without a CS Degree)
Most people think you need a computer science degree to work in AI.
Save this :)
A small group of people figured out that the highest-paid building role in tech right now doesn't care what your...
53
484
2.2K
4.6M",career,medium,imtisaal-portfolio,add-reference,Accessible AI-engineering career guide aimed at people without CS degrees.,https://x.com/eng_khairallah1/status/2069341916798369801,,How To Become An AI Engineer in 2026,Headline is promotional; verify curriculum depth and labor-market claims.
92,2026-07-20T11:56:31,@heyrobinai,"Robin Delta
@heyrobinai
·
Jul 20
Replying to 
@heyrobinai
link:
GitHub - JCodesMore/ai-website-cloner-template: Clone any website with one command using AI coding...
From github.com
5
79
6.2K",web-development,medium,general/cloud-index,research-later,AI website-cloning template could help reproduce layouts for authorized migrations or tests.,https://x.com/heyrobinai/status/2079173606366695544,https://t.co/tkRR6l869X,"JCodesMore/ai-website-cloner-template
https://t.co/tkRR6l869X","High copyright, trademark, credential-harvesting, Terms-of-Service, and deceptive-copy risk; use only on authorized sites."
95,2026-07-18T12:24:54,@mikenevermiss,"MIKE
@mikenevermiss
·
Jul 18
This guy just recorded a 13-minute tutorial showing how to create an award winning website with the new kimi k3.

the web designs are insane.
0:01 / 13:00
Quote
MIKE
@mikenevermiss
·
Jul 18
 Article
A Complete Guide to Moonshot's New 2.8T Flagship
By the end of this article, you'll know:
what Kimi K3 actually is, the architecture, the scale, and what changed from the K2 family
how to run it today, free in the browser, through the API, or wired...
60
644
4.8K
472K",foundation-models,medium,general/cloud-index,add-reference,"Tutorial and guide cover Kimi K3 architecture, browser use, API access, and web design.",https://x.com/mikenevermiss/status/2078455971341295783,,"A Complete Guide to Moonshot's New 2.8T Flagship
Kimi K3 web-design tutorial",Promotional claims and model details need primary-source verification.
98,2026-07-17T22:20:51,@paulxgu,"Paul Gu
@paulxgu
·
Jul 17
We got our 5yo a 
@MinimalCompany
 phone. Black and white, tactile, low-stim like a kindle, set up with just a texting app for family. 

She now has a real use to drive her learning of letters. And side effect is I get these amazing messages throughout my work day!
28
68
2.1K
847K",children-technology,medium,general/cloud-index,research-later,Low-stimulation tactile phone is an interesting constrained-device approach for family messaging.,https://x.com/paulxgu/status/2078243559149588533,,Minimal Company phone,"Child privacy, parental controls, contacts, emergency access, durability, and developmental fit require scrutiny."
100,2026-07-07T18:55:29,@rechievaldez,"Rechie Valdez
@rechievaldez
·
Jul 7
Applications are now open for the Women's Program Call for Proposals!

Eligible organizations across Canada can apply for funding to help expand women's economic and leadership opportunities.

The deadline to apply is September 15.

Apply here: 
https://
canada.ca/en/women-gende
r-equality/funding/funding-opportunities/advancing-leadership/about.html
…
1:00
3
5
11
1.3K",grants,medium,LabZeroGrants,research-later,Official Canadian funding stream aligned with women's economic and leadership opportunities.,https://x.com/rechievaldez/status/2074568000787861974,https://t.co/hejWM0R8DR,"Women and Gender Equality Canada Women's Program
https://canada.ca/en/women-gender-equality/funding/funding-opportunities/advancing-leadership/about.html",September 15 deadline has passed; monitor for future calls and confirm eligibility.
107,2026-07-02T05:28:40,@ThakurAbhay342,"Abhay Singh
@ThakurAbhay342
·
Jul 2
https://
docs.google.com/spreadsheets/d
/1_71AwBP4lv3yCBHjfbYbZ1gqNWMQht0JRPB6H7y9_Mg/edit?usp=sharing
…

The one list i used always to find some hidden companies.

Helped me a lot.
FYI Not created by me, i just found on internet so sharing it here.
docs.google.com
COMPANIES HIRING
11
303
3.4K
192K",career,medium,imtisaal-portfolio,research-later,Crowdsourced spreadsheet may surface lesser-known hiring companies.,https://x.com/ThakurAbhay342/status/2072553019502395838,https://t.co/mj0mR9s0MW,"COMPANIES HIRING Google Sheet
https://t.co/mj0mR9s0MW","Unknown owner, stale entries, malicious links, scams, and spreadsheet tracking; verify every employer independently."
111,2026-06-24T17:29:44,@jock_ferguson,"Jock Ferguson
@jock_ferguson
·
Jun 24
Today, we're introducing Claude for Content.

Just enter your website, and Fastlane creates thousands of viral videos for your product in one click.

This is unbelievable.
259
470
2.5K
923K",content-automation,medium,lab-zero-website,research-later,Fastlane claims to create product videos from an existing website.,https://x.com/jock_ferguson/status/2069835376437682336,,"Claude for Content
Fastlane","Thousands of automated videos invites spam, copyright, brand-quality, privacy, and platform-policy risk."
112,2026-06-25T00:37:12,@origamichat,"Origami
@origamichat
·
Jun 24
This is the fastest way to get your first 50 customers:

>go to 
http://
origami.chat
>type your domain
>it scrapes your website + builds your ideal customer profile
> releases a team of AI agents that start reaching out to potential customers for you
>doesn't stop until you
Show more
90
157
3.4K
2.8M",sales-automation,medium,LabZeroGrants,research-later,"Origami combines website analysis, ICP generation, lead discovery, and automated outreach.",https://x.com/origamichat/status/2069942953255252089,https://t.co/zqCCjZha1R,"https://origami.chat
Origami
https://t.co/zqCCjZha1R","Unverified results; scraping and outreach can violate privacy law, platform terms, anti-spam rules, and brand expectations."
115,2026-06-16T14:38:24,@Favwontmiss,"Fav
@Favwontmiss
·
Jun 16
HABITS I STOLE FROM ADHD ADULTS WHO ACTUALLY HAVE THEIR LIFE TOGETHER.

Not the willpower people who burn out by March. The ones who quietly rigged their whole life so the brain can't sabotage it.

Save this. Number 6 is the one nobody talks about.￼
44
421
5.2K
565K",adhd,medium,general/cloud-index,research-later,Environment-design habits could be useful for ADHD-friendly productivity.,https://x.com/Favwontmiss/status/2066893158403780957,,ADHD adult habits thread,Content is not captured and should not replace clinical support; avoid stereotyping.
140,2026-04-30T20:42:40,@shivsakhuja,"Shiv
@shivsakhuja
·
Apr 30
Replying to 
@bbssppllvv
Nice - I love this! We just shipped something similar, but for graphic design instead of UI design:
Quote
Shiv
@shivsakhuja
·
Apr 30
Launching goose-graphics – graphic design templates + skill for your agents.

Goose graphics is a skill + a library of curated styles and formats to turn Claude into a master graphic designer.

Claude is awesome at creating HTML files. The challenge is finding a way to describe
1
12
4.8K",graphic-design,medium,lab-zero-website,add-reference,Confirms goose-graphics as a graphic-design counterpart to UI skills.,https://x.com/shivsakhuja/status/2049952598514700659,,goose-graphics skill,Duplicate of index 132; keep one canonical entry.
142,2026-04-29T14:14:37,@AnatoliKopadze,"Anatoli Kopadze
@AnatoliKopadze
·
Apr 29
 Article
20 Claude Prompts that turn a $20 Subscription into a personal Assistant, Editor, Coach, and Analyst
You pay $20/month for Claude. Most people use 10% of it.
Ask a question. Rewrite a text. Summarize a document. That's the average Claude session.
That's not using Claude. That's wasting it.
Claude can...
27
208
1.4K
2.8M",prompt-library,medium,general/cloud-index,research-later,"Broad set of Claude workflows for assistant, editing, coaching, and analysis tasks.",https://x.com/AnatoliKopadze/status/2049492553133629950,,20 Claude Prompts article,Promotional framing; review prompts individually and avoid sensitive-data disclosure.
146,2026-04-28T14:29:20,@KanikaBK,"Kanika
@KanikaBK
·
Apr 28
Replying to 
@KanikaBK
Here’s how you can access it too:

Visit 
https://
claude.ai/new and sign up

↳ Right side click on “Design”
↳ Create a folder for your graphics
↳ Paste your prompt and generate
↳ Let Claude do the magic

Once it’s done, tweak it your way ↓
0:27
1
3
44
4.4K",design-tools,medium,lab-zero-website,add-reference,Simple official-app workflow for organizing and generating graphics with Claude Design.,https://x.com/KanikaBK/status/2049133869958611200,https://t.co/lkSkbD5vFM,"https://claude.ai/new
Claude Design",Availability is plan-dependent and generated assets require review.
149,2026-04-26T09:34:27,@eng_khairallah1,"Khairallah AL-Awady
@eng_khairallah1
·
Apr 26
 Article
40 Powerful AI Prompts for Claude That Produce Expert-Level Results
I tested 500+ prompts, and these are the 40 that produce expert-level output every single time.
Save this :)
Most prompt collections are generic. ""Write me a blog post."" ""Summarize this text.""...
60
209
1K
3.9M",prompt-library,medium,general/cloud-index,research-later,Potentially useful curated Claude prompt collection.,https://x.com/eng_khairallah1/status/2048334883198738761,,40 Powerful AI Prompts for Claude article,Unverifiable 'expert-level every time' claim; evaluate prompts against real tasks.
152,2026-04-24T23:50:46,@romanbuildsaas,"Romàn
@romanbuildsaas
·
Apr 24
Gojiberry AI just hit $2M ARR.

A few months ago we were at €0.

This is the second SaaS I've built. The first one I sold at €500K ARR.

This time, we moved faster. Here's exactly how we did it, so you can do it too.

The core principle that changed everything:

We used our own
Show more
341
212
1.7K
531K",saas-growth,medium,general/cloud-index,research-later,Founder account of rapidly growing a second SaaS may contain useful product-led sales lessons.,https://x.com/romanbuildsaas/status/2047825608030494758,,Gojiberry AI growth thread,"Revenue and timeline claims are unverified and likely omit costs, churn, and prior audience advantages."
167,2025-04-25T01:12:13,@AtlasWario,"Atlas Wario
@AtlasWario
·
Apr 24, 2025
Replying to 
@cxgonzalez
Creatine isn’t a stim, it’s a buffer architecture for cellular energy latency. Specifically, it saturates the phosphagen system, storing high-energy phosphate bonds as phosphocreatine (PCr) to rapidly regenerate ATP during high-demand tasks like sprinting, lifting, cognition
Show more
3
24
1.1K",nutrition,medium,general/cloud-index,research-later,Mechanistic explanation of creatine as a phosphocreatine buffer for rapid ATP regeneration.,https://x.com/AtlasWario/status/1915574535291637804,,"creatine
phosphocreatine system","Health claims, cognition benefits, dosing, kidney concerns, and product quality require evidence and clinician advice where relevant."
173,2025-02-18T11:25:44,@AlexReibman,"Alex Reibman 🖇️
@AlexReibman
·
Feb 18, 2025
Replying to 
@AlexReibman
4/ Aegis

Biomedical device to dispense medicine in emergency scenarios based on biometric data from wearables (Apple Watch)


@dynguyen0


@anshag01
 
@rickgxa 

@AnshSheth4
1:48
7
42
747
149K",healthtech,medium,general/cloud-index,research-later,Aegis is a product concept linking wearables to emergency medication delivery.,https://x.com/AlexReibman/status/1891811334381003235,,"Aegis biomedical device concept
Apple Watch","Medical-device regulation, false positives, safety, privacy, and liability are substantial."
175,2025-01-23T20:23:25,@benln,"Ben Lang
@benln
·
Jan 23, 2025
Everything they teach at YC in one page:
37
411
3.9K
572K",startup-strategy,medium,LabZeroGrants,add-reference,Concise YC teaching summary could be a useful founder checklist.,https://x.com/benln/status/1882524558550597892,,YC one-page summary,Need the full image/thread before relying on it.
178,2025-01-13T14:24:52,@ssdai,"Serena Dai
@ssdai
·
Jan 13, 2025
Replying to 
@ssdai
Gift link:
The Easiest Way to Keep Your Friends
From theatlantic.com
5
39
474
31K",relationships,medium,general/cloud-index,add-reference,Potentially useful long-form article about maintaining friendships.,https://x.com/ssdai/status/1878810448910540938,https://t.co/r0GHsIXtyq,"The Atlantic: The Easiest Way to Keep Your Friends
https://t.co/r0GHsIXtyq",Gift link may expire or be paywalled.
186,2024-08-07T11:15:08,@aschwags3,"adriane schwager
@aschwags3
·
Aug 7, 2024
Today, we onboarded a 10/10 hire for Head of talent.

I knew I wanted to hire this person the first time I met her.

I've hired hundreds of people. Thousands of interviews.

Here's what all 10s have in common:
65
179
3K
1.3M",hiring,medium,LabZeroGrants,add-reference,Experienced founder's traits of exceptional hires may support recruiting rubrics.,https://x.com/aschwags3/status/1821143032357589323,,,Thread must be reviewed in full; subjective pattern claims can encode bias.
189,2024-05-01T01:05:09,@Malcolm_Ocean,"Malcolm Ocean 🏴‍☠️
@Malcolm_Ocean
·
Apr 30, 2024
Replying to 
@faeriellaaa
for marriage? Passionate Marriage by David Schnarch

talks about the interplay between sex and honesty
& about the need to differentiate your perspective from your partner's
amazon.com
Passionate Marriage: Keeping Love and Intimacy Alive in Committed Relationships
has long been recognized as the pioneering book on intimate human relationships. Now with a new preface by the author, this updated edition explores the ways we can keep passion alive and even reach...
1
4
908",relationships,medium,general/cloud-index,add-reference,Named relationship book may be useful personal reading.,https://x.com/Malcolm_Ocean/status/1785475513810829439,https://t.co/Zg3fbFIFef,"Passionate Marriage by David Schnarch
https://t.co/Zg3fbFIFef",Not a substitute for professional relationship or mental-health care.
193,2024-04-29T21:05:03,@Davidjpark96,"David Park
@Davidjpark96
·
Apr 29, 2024
My friend told me that he pays influencers based on their number of followers

I was pretty horrified so i asked him who gave him this terrible advice

He told me it's the first answer when you search ""how much to pay an influencer""

I checked and he wasn't lying, this article is
Show more
32
7
189
57K",creator-marketing,medium,lab-zero-website,research-later,Challenges follower-count-only influencer pricing and may improve campaign budgeting.,https://x.com/Davidjpark96/status/1785052702764048521,,,Saved text omits the proposed pricing model; validate against audience quality and conversions.
198,2024-04-24T16:50:01,@t_blom,"Tom Blomfield
@t_blom
·
Apr 24, 2024
Startups often struggle with naming. Early at 
@monzo
, we had an ugly 12 month trademark dispute over “mondo”, our original name.

So 
@jonas
, my cofounder at 
@monzo
, started a side project that sells cheap .com domains that would make good startup names like
Show more
52
43
516
220K",startup-naming,medium,general/cloud-index,research-later,Highlights trademark risk and a possible source of startup-ready domains.,https://x.com/t_blom/status/1783176583508881541,,"Monzo naming story
startup-name domain marketplace",Tweet truncates the service name; domains still need trademark and history checks.
202,2024-04-22T13:52:51,@aschwags3,"adriane schwager
@aschwags3
·
Apr 22, 2024
3 years ago, I co-founded my first business

Today, we crossed $13,000,000 in revenue. Bootstrapped.

I’m a mom, wife, and now a first-time founder/CEO

Here are my top 11 learnings on leadership, entrepreneurship, and startups 👇🧵
49
70
920
401K",leadership,medium,LabZeroGrants,add-reference,Bootstrapped founder's operating lessons may inform leadership practices.,https://x.com/aschwags3/status/1782407221005234600,,,Revenue claim and survivorship bias should not be treated as proof.
203,2024-04-21T16:04:34,@readswithravi,"Reads with Ravi
@readswithravi
·
Apr 21, 2024
Every parent and teacher should be required to read these two books.

I think these two important and essential books should be at the top of every bestseller list. I highly recommend them to everyone.

One lesson from both the books:
Abigail Shrier and Jonathan Haidt
85
977
7K
1.9M",education,medium,lab-zero-website,research-later,"Points to books debating youth mental health, parenting, and technology.",https://x.com/readswithravi/status/1782077981294318052,,"Abigail Shrier
Jonathan Haidt","Polarized topic; verify exact books, evidence quality, and counterarguments before use."
210,2024-04-17T17:28:24,@annarmonaco,"Anna Monaco
@annarmonaco
·
Apr 17, 2024
5 days until the application deadline to apply to 
@ycombinator
 !

Claire and I started building our company Paradigm ~1 week before applying to yc, applied on the exact minute the application was due, and got in.

Here’s how we did it:
30
37
792
388K",accelerators,medium,LabZeroGrants,add-reference,YC application story may offer useful tactics despite the old deadline.,https://x.com/annarmonaco/status/1780649525314752808,,Y Combinator application,Outcome is anecdotal and 2024 deadlines are obsolete.
